,snum,dnum,api00,api99,growth,meals,ell,yr_rnd,mobility,acs_k3,acs_46,not_hsg,hsg,some_col,col_grad,grad_sch,avg_ed,full,emer,enroll,mealcat
108,1606.00 ,401.00 ,588.00 ,538.00 ,50.00 ,61.00 ,1.00 ,0.00 ,20.00 ,16.00 ,26.00 ,0.00 ,10.00 ,36.00 ,48.00 ,6.00 ,3.49000000953674,0.730000019073486,19.00 ,285.00 ,2.00 
109,1866.00 ,401.00 ,821.00 ,793.00 ,28.00 ,48.00 ,9.00 ,0.00 ,20.00 ,18.00 ,29.00 ,5.00 ,17.00 ,15.00 ,40.00 ,23.00 ,3.57999992370605,0.819999992847443,18.00 ,393.00 ,2.00 
110,1747.00 ,401.00 ,559.00 ,511.00 ,48.00 ,100.00 ,74.00 ,0.00 ,11.00 ,17.00 ,27.00 ,53.00 ,28.00 ,12.00 ,5.00 ,2.00 ,1.75 ,0.839999973773956,8.00 ,419.00 ,3.00 
111,1905.00 ,401.00 ,693.00 ,663.00 ,30.00 ,50.00 ,4.00 ,0.00 ,11.00 ,18.00 ,27.00 ,13.00 ,42.00 ,19.00 ,21.00 ,5.00 ,2.64000010490417,0.810000002384186,12.00 ,353.00 ,2.00 
112,1699.00 ,401.00 ,542.00 ,456.00 ,86.00 ,99.00 ,53.00 ,0.00 ,10.00 ,19.00 ,30.00 ,33.00 ,33.00 ,20.00 ,15.00 ,0.00 ,2.16000008583069,0.670000016689301,24.00 ,414.00 ,3.00 
113,2077.00 ,401.00 ,840.00 ,816.00 ,24.00 ,33.00 ,25.00 ,0.00 ,11.00 ,20.00 ,29.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,NA,1.00 ,0.00 ,276.00 ,1.00 
114,1959.00 ,401.00 ,621.00 ,605.00 ,16.00 ,82.00 ,45.00 ,0.00 ,17.00 ,18.00 ,25.00 ,42.00 ,50.00 ,8.00 ,0.00 ,0.00 ,1.66999995708466,0.860000014305115,11.00 ,320.00 ,3.00 
115,1914.00 ,401.00 ,487.00 ,489.00 ,(2.00),91.00 ,48.00 ,1.00 ,22.00 ,18.00 ,27.00 ,33.00 ,32.00 ,22.00 ,8.00 ,5.00 ,2.21000003814697,0.720000028610229,21.00 ,717.00 ,3.00 
116,1685.00 ,401.00 ,686.00 ,621.00 ,65.00 ,62.00 ,21.00 ,0.00 ,10.00 ,16.00 ,26.00 ,10.00 ,40.00 ,28.00 ,19.00 ,3.00 ,2.66000008583069,0.850000023841858,15.00 ,278.00 ,2.00 
117,1757.00 ,401.00 ,463.00 ,438.00 ,25.00 ,88.00 ,75.00 ,1.00 ,24.00 ,19.00 ,27.00 ,48.00 ,32.00 ,10.00 ,11.00 ,1.00 ,1.85000002384186,0.75 ,20.00 ,631.00 ,3.00 
118,2087.00 ,401.00 ,476.00 ,430.00 ,46.00 ,90.00 ,70.00 ,1.00 ,10.00 ,18.00 ,29.00 ,28.00 ,43.00 ,14.00 ,14.00 ,1.00 ,2.1800000667572,0.709999978542328,25.00 ,852.00 ,3.00 
119,1946.00 ,401.00 ,821.00 ,767.00 ,54.00 ,21.00 ,4.00 ,0.00 ,12.00 ,18.00 ,29.00 ,4.00 ,25.00 ,22.00 ,35.00 ,14.00 ,3.30999994277954,0.759999990463257,12.00 ,405.00 ,1.00 
120,1821.00 ,401.00 ,412.00 ,379.00 ,33.00 ,100.00 ,77.00 ,1.00 ,8.00 ,19.00 ,29.00 ,67.00 ,21.00 ,8.00 ,4.00 ,1.00 ,1.50 ,0.620000004768372,28.00 ,1264.00 ,3.00 
121,1881.00 ,401.00 ,394.00 ,382.00 ,12.00 ,99.00 ,42.00 ,1.00 ,22.00 ,17.00 ,26.00 ,29.00 ,35.00 ,23.00 ,11.00 ,3.00 ,2.23000001907349,0.680000007152557,24.00 ,629.00 ,3.00 
122,1862.00 ,401.00 ,815.00 ,785.00 ,30.00 ,24.00 ,18.00 ,0.00 ,15.00 ,18.00 ,30.00 ,10.00 ,9.00 ,10.00 ,32.00 ,39.00 ,3.80999994277954,1.00 ,0.00 ,300.00 ,1.00 
123,1932.00 ,401.00 ,694.00 ,631.00 ,63.00 ,56.00 ,24.00 ,0.00 ,24.00 ,18.00 ,30.00 ,18.00 ,36.00 ,16.00 ,25.00 ,5.00 ,2.64000010490417,0.810000002384186,12.00 ,361.00 ,2.00 
124,1919.00 ,401.00 ,433.00 ,425.00 ,8.00 ,100.00 ,74.00 ,1.00 ,15.00 ,19.00 ,31.00 ,49.00 ,29.00 ,9.00 ,5.00 ,8.00 ,1.96000003814697,0.50 ,36.00 ,859.00 ,3.00 
125,1788.00 ,401.00 ,560.00 ,504.00 ,56.00 ,72.00 ,1.00 ,0.00 ,26.00 ,17.00 ,27.00 ,3.00 ,6.00 ,52.00 ,27.00 ,13.00 ,3.39000010490417,0.730000019073486,19.00 ,321.00 ,2.00 
126,1664.00 ,401.00 ,572.00 ,535.00 ,37.00 ,76.00 ,44.00 ,0.00 ,12.00 ,18.00 ,25.00 ,19.00 ,26.00 ,24.00 ,22.00 ,8.00 ,2.73000001907349,0.899999976158142,7.00 ,380.00 ,2.00 
127,1885.00 ,401.00 ,605.00 ,600.00 ,5.00 ,68.00 ,31.00 ,0.00 ,15.00 ,17.00 ,24.00 ,11.00 ,19.00 ,15.00 ,52.00 ,3.00 ,3.16000008583069,0.810000002384186,19.00 ,277.00 ,2.00 
128,1682.00 ,401.00 ,755.00 ,716.00 ,39.00 ,27.00 ,2.00 ,0.00 ,10.00 ,16.00 ,31.00 ,1.00 ,18.00 ,34.00 ,29.00 ,19.00 ,3.48000001907349,0.839999973773956,8.00 ,283.00 ,1.00 
129,1853.00 ,401.00 ,475.00 ,415.00 ,60.00 ,95.00 ,64.00 ,0.00 ,21.00 ,20.00 ,28.00 ,32.00 ,36.00 ,18.00 ,11.00 ,2.00 ,2.14000010490417,0.670000016689301,29.00 ,307.00 ,3.00 
130,2082.00 ,401.00 ,520.00 ,476.00 ,44.00 ,95.00 ,53.00 ,1.00 ,27.00 ,18.00 ,29.00 ,43.00 ,30.00 ,17.00 ,7.00 ,3.00 ,1.97000002861023,0.479999989271164,42.00 ,1036.00 ,3.00 
131,1806.00 ,401.00 ,406.00 ,367.00 ,39.00 ,100.00 ,75.00 ,1.00 ,15.00 ,19.00 ,32.00 ,0.00 ,100.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.589999973773956,33.00 ,699.00 ,3.00 
132,1997.00 ,401.00 ,471.00 ,416.00 ,55.00 ,99.00 ,46.00 ,1.00 ,15.00 ,19.00 ,33.00 ,36.00 ,27.00 ,15.00 ,13.00 ,9.00 ,2.30999994277954,0.639999985694885,30.00 ,743.00 ,3.00 
133,1701.00 ,401.00 ,664.00 ,594.00 ,70.00 ,52.00 ,22.00 ,0.00 ,19.00 ,16.00 ,31.00 ,4.00 ,17.00 ,28.00 ,38.00 ,13.00 ,3.39000010490417,0.639999985694885,20.00 ,371.00 ,2.00 
134,1926.00 ,401.00 ,457.00 ,399.00 ,58.00 ,91.00 ,74.00 ,1.00 ,31.00 ,20.00 ,28.00 ,45.00 ,36.00 ,11.00 ,8.00 ,1.00 ,1.8400000333786,0.660000026226044,23.00 ,1059.00 ,3.00 
135,1633.00 ,401.00 ,584.00 ,501.00 ,83.00 ,97.00 ,61.00 ,0.00 ,15.00 ,14.00 ,25.00 ,52.00 ,43.00 ,2.00 ,3.00 ,0.00 ,1.55999994277954,0.860000014305115,7.00 ,244.00 ,3.00 
136,1690.00 ,401.00 ,735.00 ,693.00 ,42.00 ,71.00 ,24.00 ,0.00 ,10.00 ,18.00 ,27.00 ,7.00 ,17.00 ,17.00 ,31.00 ,29.00 ,3.57999992370605,0.800000011920929,7.00 ,388.00 ,2.00 
137,1696.00 ,401.00 ,536.00 ,508.00 ,28.00 ,77.00 ,9.00 ,0.00 ,18.00 ,19.00 ,29.00 ,7.00 ,25.00 ,28.00 ,36.00 ,4.00 ,3.04999995231628,0.50 ,35.00 ,528.00 ,2.00 
138,1775.00 ,401.00 ,771.00 ,708.00 ,63.00 ,31.00 ,11.00 ,0.00 ,16.00 ,17.00 ,28.00 ,10.00 ,26.00 ,23.00 ,26.00 ,14.00 ,3.0699999332428,0.810000002384186,15.00 ,328.00 ,1.00 
139,1673.00 ,401.00 ,483.00 ,436.00 ,47.00 ,100.00 ,76.00 ,0.00 ,12.00 ,19.00 ,31.00 ,31.00 ,33.00 ,14.00 ,16.00 ,5.00 ,2.29999995231628,0.589999973773956,26.00 ,492.00 ,3.00 
140,1863.00 ,401.00 ,387.00 ,338.00 ,49.00 ,96.00 ,80.00 ,1.00 ,14.00 ,19.00 ,28.00 ,67.00 ,21.00 ,7.00 ,4.00 ,1.00 ,1.50 ,0.529999971389771,32.00 ,1013.00 ,3.00 
141,1990.00 ,401.00 ,650.00 ,611.00 ,39.00 ,75.00 ,64.00 ,1.00 ,9.00 ,20.00 ,28.00 ,19.00 ,24.00 ,13.00 ,38.00 ,6.00 ,2.88000011444092,0.800000011920929,10.00 ,848.00 ,2.00 
142,1752.00 ,401.00 ,467.00 ,442.00 ,25.00 ,100.00 ,70.00 ,0.00 ,16.00 ,19.00 ,28.00 ,52.00 ,32.00 ,9.00 ,6.00 ,1.00 ,1.73000001907349,0.769999980926514,17.00 ,621.00 ,3.00 
143,1782.00 ,401.00 ,548.00 ,512.00 ,36.00 ,70.00 ,59.00 ,0.00 ,14.00 ,16.00 ,34.00 ,13.00 ,31.00 ,17.00 ,30.00 ,9.00 ,2.90000009536743,0.829999983310699,17.00 ,336.00 ,2.00 
144,1995.00 ,401.00 ,756.00 ,717.00 ,39.00 ,17.00 ,4.00 ,0.00 ,14.00 ,19.00 ,31.00 ,5.00 ,48.00 ,10.00 ,32.00 ,6.00 ,2.84999990463257,0.899999976158142,10.00 ,455.00 ,1.00 
145,1638.00 ,401.00 ,440.00 ,403.00 ,37.00 ,97.00 ,54.00 ,0.00 ,20.00 ,18.00 ,30.00 ,26.00 ,27.00 ,12.00 ,32.00 ,1.00 ,2.54999995231628,0.449999988079071,39.00 ,1149.00 ,3.00 
146,1815.00 ,401.00 ,581.00 ,548.00 ,33.00 ,100.00 ,63.00 ,0.00 ,23.00 ,19.00 ,24.00 ,43.00 ,35.00 ,12.00 ,8.00 ,2.00 ,1.91999995708466,0.800000011920929,12.00 ,290.00 ,3.00 
147,1709.00 ,401.00 ,515.00 ,487.00 ,28.00 ,96.00 ,66.00 ,0.00 ,18.00 ,19.00 ,27.00 ,9.00 ,21.00 ,18.00 ,29.00 ,24.00 ,3.38000011444092,0.610000014305115,21.00 ,726.00 ,3.00 
148,1812.00 ,401.00 ,917.00 ,902.00 ,15.00 ,6.00 ,3.00 ,0.00 ,8.00 ,17.00 ,31.00 ,1.00 ,2.00 ,7.00 ,37.00 ,54.00 ,4.40999984741211,0.949999988079071,0.00 ,436.00 ,1.00 
149,1742.00 ,401.00 ,657.00 ,615.00 ,42.00 ,63.00 ,23.00 ,0.00 ,22.00 ,16.00 ,30.00 ,19.00 ,19.00 ,29.00 ,29.00 ,3.00 ,2.76999998092651,0.629999995231628,27.00 ,403.00 ,2.00 
150,1799.00 ,401.00 ,723.00 ,673.00 ,50.00 ,41.00 ,11.00 ,1.00 ,15.00 ,18.00 ,31.00 ,11.00 ,34.00 ,19.00 ,30.00 ,7.00 ,2.86999988555908,0.850000023841858,9.00 ,807.00 ,1.00 
151,1907.00 ,401.00 ,506.00 ,482.00 ,24.00 ,79.00 ,7.00 ,0.00 ,24.00 ,17.00 ,27.00 ,46.00 ,25.00 ,16.00 ,12.00 ,1.00 ,1.96000003814697,0.560000002384186,38.00 ,637.00 ,2.00 
152,1924.00 ,401.00 ,569.00 ,514.00 ,55.00 ,76.00 ,28.00 ,0.00 ,13.00 ,16.00 ,24.00 ,14.00 ,40.00 ,22.00 ,22.00 ,3.00 ,2.59999990463257,0.730000019073486,27.00 ,306.00 ,2.00 
153,1781.00 ,401.00 ,466.00 ,442.00 ,24.00 ,94.00 ,13.00 ,0.00 ,16.00 ,18.00 ,29.00 ,8.00 ,31.00 ,33.00 ,25.00 ,3.00 ,2.83999991416931,0.730000019073486,29.00 ,715.00 ,3.00 
154,1897.00 ,401.00 ,660.00 ,624.00 ,36.00 ,55.00 ,31.00 ,0.00 ,14.00 ,18.00 ,29.00 ,12.00 ,20.00 ,19.00 ,31.00 ,18.00 ,3.22000002861023,0.800000011920929,15.00 ,559.00 ,2.00 
155,1596.00 ,401.00 ,536.00 ,456.00 ,80.00 ,95.00 ,70.00 ,1.00 ,13.00 ,20.00 ,29.00 ,28.00 ,43.00 ,19.00 ,7.00 ,2.00 ,2.11999988555908,0.610000014305115,24.00 ,514.00 ,3.00 
156,1868.00 ,401.00 ,486.00 ,422.00 ,64.00 ,96.00 ,75.00 ,1.00 ,16.00 ,19.00 ,30.00 ,79.00 ,17.00 ,3.00 ,2.00 ,0.00 ,1.27999997138977,0.469999998807907,53.00 ,617.00 ,3.00 
157,1909.00 ,401.00 ,453.00 ,423.00 ,30.00 ,98.00 ,53.00 ,0.00 ,13.00 ,18.00 ,29.00 ,19.00 ,36.00 ,17.00 ,25.00 ,4.00 ,2.5699999332428,0.610000014305115,30.00 ,570.00 ,3.00 
158,1600.00 ,401.00 ,683.00 ,631.00 ,52.00 ,63.00 ,5.00 ,0.00 ,21.00 ,17.00 ,28.00 ,3.00 ,20.00 ,22.00 ,48.00 ,7.00 ,3.36999988555908,0.639999985694885,30.00 ,428.00 ,2.00 
159,1894.00 ,401.00 ,459.00 ,426.00 ,33.00 ,99.00 ,69.00 ,1.00 ,8.00 ,19.00 ,24.00 ,46.00 ,29.00 ,13.00 ,7.00 ,4.00 ,1.94000005722046,0.769999980926514,25.00 ,833.00 ,3.00 
160,1895.00 ,401.00 ,456.00 ,415.00 ,41.00 ,95.00 ,65.00 ,1.00 ,20.00 ,18.00 ,29.00 ,98.00 ,1.00 ,1.00 ,1.00 ,0.00 ,1.05999994277954,0.579999983310699,28.00 ,821.00 ,3.00 
161,1889.00 ,401.00 ,612.00 ,555.00 ,57.00 ,83.00 ,20.00 ,0.00 ,19.00 ,19.00 ,27.00 ,2.00 ,48.00 ,25.00 ,15.00 ,11.00 ,2.84999990463257,0.810000002384186,6.00 ,259.00 ,3.00 
162,1741.00 ,401.00 ,387.00 ,365.00 ,22.00 ,99.00 ,75.00 ,1.00 ,21.00 ,18.00 ,28.00 ,23.00 ,41.00 ,13.00 ,16.00 ,7.00 ,2.4300000667572,0.660000026226044,28.00 ,761.00 ,3.00 
163,1769.00 ,401.00 ,420.00 ,407.00 ,13.00 ,98.00 ,91.00 ,1.00 ,31.00 ,19.00 ,30.00 ,49.00 ,35.00 ,10.00 ,6.00 ,1.00 ,1.75 ,0.670000016689301,23.00 ,1529.00 ,3.00 
164,1941.00 ,401.00 ,495.00 ,451.00 ,44.00 ,96.00 ,41.00 ,1.00 ,21.00 ,18.00 ,29.00 ,0.00 ,100.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.569999992847443,30.00 ,1127.00 ,3.00 
165,1744.00 ,401.00 ,552.00 ,491.00 ,61.00 ,97.00 ,86.00 ,1.00 ,10.00 ,19.00 ,28.00 ,32.00 ,30.00 ,21.00 ,16.00 ,2.00 ,2.25999999046326,0.689999997615814,27.00 ,1009.00 ,3.00 
166,1680.00 ,401.00 ,744.00 ,737.00 ,7.00 ,31.00 ,2.00 ,0.00 ,22.00 ,16.00 ,29.00 ,1.00 ,6.00 ,21.00 ,55.00 ,16.00 ,3.77999997138977,0.810000002384186,11.00 ,326.00 ,1.00 
167,1858.00 ,401.00 ,477.00 ,424.00 ,53.00 ,98.00 ,56.00 ,0.00 ,22.00 ,19.00 ,28.00 ,10.00 ,48.00 ,10.00 ,33.00 ,0.00 ,2.67000007629395,0.419999986886978,39.00 ,446.00 ,3.00 
168,2074.00 ,401.00 ,474.00 ,427.00 ,47.00 ,89.00 ,64.00 ,0.00 ,28.00 ,19.00 ,27.00 ,44.00 ,30.00 ,18.00 ,5.00 ,4.00 ,1.94000005722046,0.75 ,17.00 ,450.00 ,3.00 
169,1949.00 ,401.00 ,696.00 ,636.00 ,60.00 ,66.00 ,22.00 ,0.00 ,17.00 ,16.00 ,29.00 ,11.00 ,44.00 ,25.00 ,19.00 ,2.00 ,2.5699999332428,0.959999978542328,11.00 ,373.00 ,2.00 
170,1903.00 ,401.00 ,592.00 ,489.00 ,103.00 ,100.00 ,67.00 ,0.00 ,8.00 ,18.00 ,27.00 ,42.00 ,21.00 ,19.00 ,16.00 ,3.00 ,2.1800000667572,0.800000011920929,10.00 ,443.00 ,3.00 
171,1651.00 ,401.00 ,650.00 ,599.00 ,51.00 ,73.00 ,40.00 ,0.00 ,7.00 ,19.00 ,29.00 ,7.00 ,25.00 ,16.00 ,43.00 ,10.00 ,3.24000000953674,0.560000002384186,33.00 ,722.00 ,2.00 
172,1723.00 ,401.00 ,369.00 ,354.00 ,15.00 ,99.00 ,83.00 ,1.00 ,16.00 ,19.00 ,31.00 ,74.00 ,18.00 ,7.00 ,1.00 ,0.00 ,1.3400000333786,0.600000023841858,33.00 ,1009.00 ,3.00 
173,1783.00 ,401.00 ,437.00 ,377.00 ,60.00 ,99.00 ,90.00 ,1.00 ,9.00 ,19.00 ,28.00 ,71.00 ,19.00 ,5.00 ,4.00 ,1.00 ,1.44000005722046,0.649999976158142,31.00 ,943.00 ,3.00 
174,1634.00 ,401.00 ,551.00 ,505.00 ,46.00 ,76.00 ,59.00 ,0.00 ,16.00 ,16.00 ,28.00 ,0.00 ,50.00 ,25.00 ,25.00 ,0.00 ,2.75 ,0.670000016689301,24.00 ,167.00 ,2.00 
175,2088.00 ,401.00 ,429.00 ,419.00 ,10.00 ,92.00 ,78.00 ,1.00 ,15.00 ,19.00 ,26.00 ,61.00 ,23.00 ,10.00 ,4.00 ,3.00 ,1.6599999666214,0.620000004768372,26.00 ,768.00 ,3.00 
176,1925.00 ,401.00 ,435.00 ,425.00 ,10.00 ,98.00 ,72.00 ,1.00 ,14.00 ,18.00 ,27.00 ,41.00 ,28.00 ,17.00 ,13.00 ,2.00 ,2.05999994277954,0.730000019073486,21.00 ,965.00 ,3.00 
177,1851.00 ,401.00 ,747.00 ,735.00 ,12.00 ,47.00 ,14.00 ,0.00 ,19.00 ,18.00 ,24.00 ,7.00 ,29.00 ,28.00 ,25.00 ,10.00 ,3.01999998092651,0.949999988079071,5.00 ,239.00 ,2.00 
178,1616.00 ,401.00 ,512.00 ,480.00 ,32.00 ,88.00 ,27.00 ,0.00 ,13.00 ,16.00 ,22.00 ,10.00 ,24.00 ,35.00 ,30.00 ,2.00 ,2.90000009536743,0.850000023841858,19.00 ,297.00 ,3.00 
179,2092.00 ,401.00 ,474.00 ,423.00 ,51.00 ,98.00 ,65.00 ,1.00 ,14.00 ,18.00 ,28.00 ,32.00 ,32.00 ,23.00 ,6.00 ,6.00 ,2.22000002861023,0.519999980926514,33.00 ,587.00 ,3.00 
180,1652.00 ,401.00 ,850.00 ,832.00 ,18.00 ,12.00 ,5.00 ,0.00 ,5.00 ,18.00 ,31.00 ,3.00 ,5.00 ,13.00 ,38.00 ,41.00 ,4.07999992370605,0.939999997615814,6.00 ,235.00 ,1.00 
181,1820.00 ,401.00 ,551.00 ,504.00 ,47.00 ,83.00 ,37.00 ,1.00 ,17.00 ,19.00 ,28.00 ,29.00 ,37.00 ,15.00 ,17.00 ,3.00 ,2.27999997138977,0.759999990463257,17.00 ,651.00 ,3.00 
182,1791.00 ,401.00 ,482.00 ,441.00 ,41.00 ,100.00 ,67.00 ,1.00 ,35.00 ,18.00 ,29.00 ,42.00 ,32.00 ,17.00 ,9.00 ,0.00 ,1.92999994754791,0.75 ,21.00 ,787.00 ,3.00 
183,1677.00 ,401.00 ,534.00 ,482.00 ,52.00 ,100.00 ,49.00 ,0.00 ,22.00 ,19.00 ,25.00 ,43.00 ,41.00 ,12.00 ,3.00 ,1.00 ,1.76999998092651,0.670000016689301,21.00 ,259.00 ,3.00 
184,1836.00 ,401.00 ,506.00 ,462.00 ,44.00 ,87.00 ,22.00 ,0.00 ,22.00 ,18.00 ,23.00 ,22.00 ,47.00 ,25.00 ,5.00 ,1.00 ,2.13000011444092,0.720000028610229,17.00 ,213.00 ,3.00 
185,1743.00 ,401.00 ,556.00 ,508.00 ,48.00 ,86.00 ,56.00 ,0.00 ,18.00 ,18.00 ,27.00 ,46.00 ,31.00 ,2.00 ,16.00 ,4.00 ,2.01999998092651,0.810000002384186,14.00 ,372.00 ,3.00 
186,1801.00 ,401.00 ,457.00 ,395.00 ,62.00 ,100.00 ,59.00 ,1.00 ,21.00 ,19.00 ,27.00 ,18.00 ,52.00 ,14.00 ,16.00 ,0.00 ,2.28999996185303,0.790000021457672,21.00 ,333.00 ,3.00 
187,1678.00 ,401.00 ,497.00 ,440.00 ,57.00 ,95.00 ,66.00 ,1.00 ,18.00 ,19.00 ,30.00 ,45.00 ,36.00 ,11.00 ,8.00 ,0.00 ,1.82000005245209,0.670000016689301,33.00 ,1112.00 ,3.00 
188,1731.00 ,401.00 ,719.00 ,684.00 ,35.00 ,79.00 ,48.00 ,0.00 ,15.00 ,19.00 ,32.00 ,7.00 ,19.00 ,28.00 ,34.00 ,13.00 ,3.25999999046326,0.689999997615814,23.00 ,367.00 ,2.00 
189,1961.00 ,401.00 ,582.00 ,538.00 ,44.00 ,89.00 ,67.00 ,1.00 ,26.00 ,19.00 ,27.00 ,26.00 ,17.00 ,16.00 ,28.00 ,13.00 ,2.83999991416931,0.680000007152557,32.00 ,401.00 ,3.00 
190,1900.00 ,401.00 ,486.00 ,453.00 ,33.00 ,96.00 ,84.00 ,1.00 ,19.00 ,19.00 ,26.00 ,48.00 ,27.00 ,13.00 ,11.00 ,1.00 ,1.88999998569489,0.689999997615814,27.00 ,739.00 ,3.00 
191,1740.00 ,401.00 ,521.00 ,452.00 ,69.00 ,99.00 ,64.00 ,0.00 ,12.00 ,18.00 ,29.00 ,49.00 ,25.00 ,17.00 ,7.00 ,1.00 ,1.87000000476837,0.790000021457672,15.00 ,484.00 ,3.00 
192,1977.00 ,401.00 ,386.00 ,358.00 ,28.00 ,96.00 ,65.00 ,1.00 ,23.00 ,19.00 ,25.00 ,40.00 ,60.00 ,0.00 ,0.00 ,0.00 ,1.60000002384186,0.46000000834465,42.00 ,364.00 ,3.00 
193,1952.00 ,401.00 ,397.00 ,333.00 ,64.00 ,98.00 ,84.00 ,1.00 ,8.00 ,19.00 ,27.00 ,33.00 ,0.00 ,0.00 ,67.00 ,0.00 ,3.00 ,0.540000021457672,40.00 ,1004.00 ,3.00 
194,1625.00 ,401.00 ,631.00 ,604.00 ,27.00 ,65.00 ,18.00 ,0.00 ,23.00 ,18.00 ,27.00 ,13.00 ,24.00 ,31.00 ,25.00 ,6.00 ,2.85999989509583,0.819999992847443,15.00 ,464.00 ,2.00 
195,1994.00 ,401.00 ,428.00 ,396.00 ,32.00 ,97.00 ,43.00 ,1.00 ,24.00 ,19.00 ,30.00 ,37.00 ,30.00 ,14.00 ,18.00 ,1.00 ,2.16000008583069,0.589999973773956,39.00 ,922.00 ,3.00 
196,1978.00 ,401.00 ,894.00 ,860.00 ,34.00 ,13.00 ,1.00 ,0.00 ,22.00 ,19.00 ,26.00 ,1.00 ,21.00 ,19.00 ,43.00 ,15.00 ,3.50 ,0.930000007152557,5.00 ,615.00 ,1.00 
197,1805.00 ,401.00 ,421.00 ,399.00 ,22.00 ,99.00 ,86.00 ,1.00 ,9.00 ,18.00 ,29.00 ,67.00 ,0.00 ,0.00 ,0.00 ,33.00 ,2.32999992370605,0.829999983310699,12.00 ,1081.00 ,3.00 
198,1704.00 ,401.00 ,524.00 ,511.00 ,13.00 ,97.00 ,53.00 ,1.00 ,9.00 ,17.00 ,26.00 ,39.00 ,29.00 ,16.00 ,13.00 ,2.00 ,2.08999991416931,0.610000014305115,33.00 ,338.00 ,3.00 
199,1597.00 ,401.00 ,532.00 ,506.00 ,26.00 ,100.00 ,74.00 ,1.00 ,7.00 ,19.00 ,29.00 ,42.00 ,26.00 ,15.00 ,15.00 ,3.00 ,2.13000011444092,0.75 ,20.00 ,1007.00 ,3.00 
200,1872.00 ,401.00 ,674.00 ,634.00 ,40.00 ,72.00 ,44.00 ,0.00 ,7.00 ,17.00 ,21.00 ,58.00 ,34.00 ,5.00 ,2.00 ,1.00 ,1.52999997138977,0.569999992847443,36.00 ,151.00 ,2.00 
201,1729.00 ,401.00 ,589.00 ,511.00 ,78.00 ,82.00 ,43.00 ,0.00 ,20.00 ,18.00 ,25.00 ,43.00 ,30.00 ,15.00 ,10.00 ,2.00 ,1.97000002861023,0.730000019073486,18.00 ,245.00 ,3.00 
202,1612.00 ,401.00 ,437.00 ,363.00 ,74.00 ,97.00 ,71.00 ,1.00 ,25.00 ,19.00 ,29.00 ,89.00 ,11.00 ,0.00 ,0.00 ,0.00 ,1.11000001430511,0.509999990463257,37.00 ,704.00 ,3.00 
203,1621.00 ,401.00 ,717.00 ,667.00 ,50.00 ,72.00 ,29.00 ,0.00 ,20.00 ,18.00 ,29.00 ,33.00 ,36.00 ,12.00 ,17.00 ,2.00 ,2.20000004768372,0.899999976158142,10.00 ,236.00 ,2.00 
204,1763.00 ,401.00 ,586.00 ,539.00 ,47.00 ,80.00 ,50.00 ,0.00 ,19.00 ,19.00 ,27.00 ,39.00 ,41.00 ,12.00 ,8.00 ,1.00 ,1.89999997615814,0.790000021457672,24.00 ,499.00 ,2.00 
205,1854.00 ,401.00 ,470.00 ,444.00 ,26.00 ,98.00 ,45.00 ,0.00 ,17.00 ,19.00 ,29.00 ,28.00 ,56.00 ,12.00 ,3.00 ,1.00 ,1.94000005722046,0.50 ,31.00 ,703.00 ,3.00 
206,1611.00 ,401.00 ,474.00 ,415.00 ,59.00 ,100.00 ,73.00 ,1.00 ,12.00 ,19.00 ,31.00 ,41.00 ,35.00 ,15.00 ,7.00 ,1.00 ,1.91999995708466,0.649999976158142,26.00 ,738.00 ,3.00 
207,1778.00 ,401.00 ,699.00 ,660.00 ,39.00 ,67.00 ,35.00 ,0.00 ,21.00 ,19.00 ,27.00 ,6.00 ,12.00 ,20.00 ,46.00 ,16.00 ,3.53999996185303,0.699999988079071,17.00 ,665.00 ,2.00 
208,1615.00 ,401.00 ,657.00 ,625.00 ,32.00 ,75.00 ,6.00 ,0.00 ,26.00 ,18.00 ,26.00 ,4.00 ,23.00 ,25.00 ,36.00 ,12.00 ,3.28999996185303,0.810000002384186,22.00 ,508.00 ,2.00 
209,1795.00 ,401.00 ,759.00 ,725.00 ,34.00 ,33.00 ,18.00 ,0.00 ,19.00 ,14.00 ,29.00 ,2.00 ,39.00 ,18.00 ,34.00 ,7.00 ,3.04999995231628,0.939999997615814,13.00 ,355.00 ,1.00 
210,2080.00 ,401.00 ,493.00 ,484.00 ,9.00 ,82.00 ,67.00 ,1.00 ,20.00 ,19.00 ,28.00 ,37.00 ,33.00 ,14.00 ,13.00 ,2.00 ,2.08999991416931,0.649999976158142,29.00 ,1570.00 ,3.00 
211,1671.00 ,401.00 ,853.00 ,812.00 ,41.00 ,37.00 ,16.00 ,0.00 ,15.00 ,18.00 ,34.00 ,2.00 ,6.00 ,11.00 ,29.00 ,53.00 ,4.25 ,0.920000016689301,8.00 ,311.00 ,1.00 
212,416.00 ,473.00 ,866.00 ,836.00 ,30.00 ,NA,1.00 ,0.00 ,11.00 ,22.00 ,33.00 ,0.00 ,2.00 ,18.00 ,51.00 ,30.00 ,4.07000017166138,100.00 ,3.00 ,517.00 ,1.00 
