ID,Model,CodeQuality_Score,CodeExecutability_Score,CodeOutput_Score,Total_score
186,GPT4,24.333333333333332,10,14.333333333333334,48.666666666666664
186,Llama,25,10,15,50
187,GPT35,23.666666666666668,10,13.666666666666666,47.333333333333336
187,GPT4,24.333333333333332,10,15,49.33333333333333
187,Llama,24.333333333333332,10,15,49.33333333333333
188,GPT35,24.333333333333332,10,8.666666666666666,42.99999999999999
188,GPT4,24.333333333333332,10,14.333333333333334,48.666666666666664
188,Llama,25,10,15,50
189,GPT35,25,10,15,50
189,GPT4,24,0,0,24
189,Llama,24,0,0,24
190,GPT35,23.666666666666668,0,0,23.666666666666668
190,GPT4,24.666666666666668,0,0,24.666666666666668
190,Llama,23.333333333333332,0,0,23.333333333333332
191,GPT35,24.666666666666668,0,0,24.666666666666668
191,GPT4,20.666666666666668,0,0,20.666666666666668
191,Llama,23.666666666666668,0,0,23.666666666666668
192,GPT35,24.333333333333332,10,15,49.33333333333333
192,GPT4,24.666666666666668,10,14,48.66666666666667
192,Llama,23.333333333333332,10,15,48.33333333333333
193,GPT35,23.666666666666668,0,0,23.666666666666668
193,GPT4,24,9.666666666666666,5,38.666666666666664
193,Llama,24,10,14,48
194,GPT35,25,10,15,50
194,GPT4,24.333333333333332,10,15,49.33333333333333
194,Llama,22.666666666666668,8,15,45.66666666666667
195,GPT35,25,10,15,50
195,GPT4,25,10,15,50
195,Llama,24,10,15,49
196,GPT35,24.666666666666668,10,8.666666666666666,43.333333333333336
196,GPT4,24.666666666666668,10,15,49.66666666666667
196,Llama,24.333333333333332,10,9,43.33333333333333
197,GPT35,25,10,11,46
197,GPT4,24.666666666666668,10,10.666666666666666,45.333333333333336
197,Llama,25,0,0,25
198,GPT35,25,10,15,50
198,GPT4,24.333333333333332,0,0,24.333333333333332
198,Llama,24.666666666666668,10,15,49.66666666666667
199,GPT35,22.666666666666668,0,0,22.666666666666668
199,GPT4,25,10,15,50
199,Llama,25,10,15,50
200,GPT35,23.666666666666668,10,15,48.66666666666667
200,GPT4,23.666666666666668,10,3,36.66666666666667
200,Llama,23,10,3,36
201,GPT35,25,9,14,48
201,GPT4,25,0,0,25
201,Llama,25,10,14,49
202,GPT35,23.666666666666668,8,2,33.66666666666667
202,GPT4,23.666666666666668,8,2,33.66666666666667
202,Llama,23.333333333333332,0,0,23.333333333333332
203,GPT35,23.666666666666668,8,2,33.66666666666667
203,GPT4,23.333333333333332,8,2,33.33333333333333
203,Llama,23.666666666666668,0,0,23.666666666666668
204,GPT35,23.333333333333332,10,11.666666666666666,44.99999999999999
204,GPT4,22,0,0,22
204,Llama,21.333333333333332,0,0,21.333333333333332
205,GPT35,24,0,0,24
205,GPT4,24.666666666666668,8.333333333333334,12.333333333333334,45.333333333333336
205,Llama,22.666666666666668,0,0,22.666666666666668
206,GPT35,23.333333333333332,6.333333333333333,4,33.666666666666664
206,GPT4,22,10,5,37
206,Llama,24,0,0,24
207,GPT35,25,10,14.333333333333334,49.333333333333336
207,GPT4,25,10,14.333333333333334,49.333333333333336
207,Llama,22.333333333333332,3.333333333333333,0,25.666666666666664
