i,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
195,5.0517460289,0.3223727219,8.5305200394,76.742115237,5.7175837043,1.3037921189,0.0148025745,17.202636525,19.847734407,312.24844244,29.165551162
196,9.8986891924,0.0137938911,11.213896995,107.46305726,9.4883539509,1.3169453115,0.0037620677,13.523211268,11.324294342,250.5197011,1.7681230103
197,10.93228234,1.7366218815,11.977545813,35.068384485,14.063058585,3.5123058148,207.14345286,14.525870735,17.429284721,333.16413376,37.164481429
198,8.5780230105,0.0257219618,7.3111229354,58.009936424,8.918727861,0.6790329807,0.0103110066,12.914264539,11.899094004,387.56405806,5.1355457737
199,17.608730386,3.1321231456,13.624249258,23.689297875,14.032123403,6.4879711629,0.0108280395,12.997301993,16.36824579,246.21750373,38.335450712
200,9.6641108321,0.206106388,7.0637037149,118.33475669,12.037877799,0.625829952,1436.930677,14.644533297,10.009195385,299.58415467,-6.003497705
201,15.301601065,0.0957510905,9.768765855,87.578810736,19.71674924,0.2931847877,1.0022799648,17.788671903,19.00372468,46.657939136,27.788640968
202,4.7039968082,0.6930947949,13.168967542,123.99822654,1.9692102176,2.1356938304,0.2583138635,16.528932623,16.636198207,325.11143274,19.950040037
203,14.730343547,197.78185812,14.361529615,95.946835839,8.312886292,396.31027182,48.764456647,13.659403181,211.530179,240.75822232,1602.8103177
204,1.6429305827,0.0467344015,11.58055804,42.377415325,0.1278458436,1.5534295259,0.0028361263,12.066902143,8.1470791605,78.045003531,-11.05176958
205,6.3308565577,1.7126035765,7.1721563778,149.35683015,5.2720775401,4.5115862117,0.4887549557,16.553332041,16.617044846,196.00874439,25.029289308
206,11.511304644,5.9746208893,8.7899300567,39.548700944,13.344581746,12.514912426,0.000017937,17.976583321,23.347370594,130.55919903,60.580164274
207,0.3762231452,0.0149956192,9.3471561393,134.29409362,-0.662391095,1.3462071674,16.917457975,17.876697864,16.945000314,301.29105948,10.963008096
208,11.730502352,202.91666031,6.0415484063,11.436431071,16.739784581,406.44846054,0.3173825801,10.281290062,215.45739829,-4.379508,1645.8977365
209,11.226238859,1.7128518489,12.93212166,60.379442606,10.480453965,7.9445862613,0.0076506397,17.840608388,20.459322016,262.83036204,32.925565656
210,5.2939252711,0.2271780586,11.845577157,121.87240348,4.2158914815,3.2671728485,0.0624694361,17.690957259,18.414207201,150.25911716,19.056136325
211,-0.027727085,7.9482440387,7.6173899428,210.00244151,1.017078966,16.582879002,0.0243594749,11.740892363,19.147717595,170.18312213,76.286749913
212,10.523217633,4.3232851182,14.867350501,88.067509066,13.181372235,9.1819706139,0.0047318347,15.990739084,19.39810766,129.93797479,40.823933868
213,6.2015755397,3.7511400735,7.4009303201,40.634820617,5.5986232536,7.8405957862,0.426042674,10.655758392,13.126453445,458.79594353,32.576223025
214,7.7945534247,0.2301219311,7.5454338046,130.95284074,10.145003454,0.7239326361,2.1516901467,14.346703382,16.570729529,294.43196615,28.347454401
215,20.099857457,0.7354939222,5.905701756,141.35288177,21.390189012,2.240408853,0.0588532168,12.28700084,13.816028486,106.17760193,22.952040571
216,15.810741414,0.3634036595,13.837738535,70.747292824,13.167549436,1.4151797455,0.0040104775,14.713820806,16.495583337,76.579432722,22.204507544
217,7.9099058164,9.6488229378,5.9841947216,117.12314302,13.7140747,23.566579013,0.0129907679,13.559729108,23.089501385,156.66116657,91.908960563
218,5.6917282205,32.507941005,14.211453469,94.585279629,3.0628463727,66.720893129,0.0010905071,17.020198367,47.245506482,266.06048615,264.3766794
219,15.31890908,0.6655859454,12.758799627,131.97400659,11.630411452,1.4317355894,0.0481737436,16.502345975,13.823965757,280.42830868,1.4845778324
220,16.377204197,31.644929568,14.809693661,45.342761701,13.352385757,63.408820536,0.2485095148,17.712866202,49.54957321,74.227954629,269.58612834
221,7.8659306467,80.162934107,5.2195328429,146.34044064,4.9946810201,160.40693629,0.0429665071,11.522073344,91.581080681,415.55526024,654.42669382
222,22.366026394,0.0103303147,7.6167470648,59.188774516,21.894528385,0.2236374811,0.0461900786,13.627474097,12.227942247,186.00538902,6.2304540027
223,22.875568336,1.5703617542,12.601246493,125.0068421,21.588313304,5.6752783188,28.028820514,12.020971482,13.663546883,282.09651832,31.294492977
224,14.954216989,160.49122363,5.8539508147,107.30881632,13.272780404,321.30217147,0.0799944489,14.341935018,172.95067982,203.81233279,1288.9415711
225,9.1919641693,0.4882191174,14.588672803,152.59336681,4.2556718736,1.2203500928,110.12926905,11.724111029,12.586797873,153.48979597,15.058457153
226,7.6333731724,14.728915231,10.252587891,153.79734483,7.9302467563,30.258213457,6.8774996628,11.514384788,27.681440899,341.24637865,139.6862033
227,6.2553982816,14.479942152,7.3091129643,137.52869729,9.6444006201,29.133794302,43.279398614,10.099429846,26.15884622,-26.08647708,134.01917812
228,11.998464978,0.4053872614,5.3074192397,-11.07891622,9.5204646288,1.9775180257,3.7829906986,15.225783358,20.061380697,149.43912682,32.157134486
229,4.6879142716,4.1280842224,13.218660438,23.39934962,7.1526567573,8.3715636613,0.0003459844,10.176392648,11.14678283,57.726272706,27.400346548
230,17.410193602,187.78869408,14.089369624,65.192693947,20.349711049,376.5254998,0.0628914363,12.261603241,202.255803,206.58607729,1528.6770055
231,26.204507819,12.007713103,9.8790310486,130.95045917,24.611089645,25.74534858,0.4857211535,16.679924987,26.779294592,247.91189439,104.4239515
232,6.3713926346,0.8957236774,12.205297885,122.14715881,5.8260371764,3.140348259,0.0049598531,15.907384193,19.227122598,269.0401665,33.939343063
233,4.5277640234,0.0815955268,14.414300513,94.346965774,2.6062440058,0.8365972615,0.5980414546,16.122997264,16.884075517,345.45468187,22.128928051
234,4.439986539,30.388348686,7.978365418,75.482943648,7.1928053367,62.852161945,31.449290062,17.90269779,47.472318711,157.71371945,259.17420532
235,11.965111192,7.4415474176,13.424280886,110.10730231,9.2566144217,14.914639385,0.0208133208,17.943541083,25.176195234,150.8325077,68.275074616
236,11.321900676,0.4039461451,14.547100011,-37.66865436,15.070115117,1.3410113694,0.3276946909,16.962461859,15.665516482,196.93769034,9.2325232809
237,13.95531366,1.8842458635,11.074916155,108.42505662,11.221238076,4.4149459873,3.5742103658,11.574167673,11.795565397,37.582181707,17.25573482
238,6.5393607711,615.46782071,9.7648963494,77.196396495,1.9238742469,1231.1473667,0.0096292103,10.821381756,627.5994846,433.51863849,4940.2918034
239,14.856954489,13.582728774,10.191759232,158.5302778,21.830906466,27.664900144,3.7718906498,12.475260702,27.427304729,130.41605364,125.31898855
240,13.562512018,0.3486658162,9.6409174076,154.96800359,12.062524773,1.7898311186,0.0421223117,13.672833798,15.835278247,393.0462983,28.825417048
241,9.5030404635,0.119061944,7.119069743,84.391681296,6.2700010487,0.2786601582,151.57825734,15.485145564,18.273744195,222.04412265,30.741680407
242,22.206746028,29.890011606,6.7448109443,-16.99966807,16.108620231,60.242983244,0.0037645554,17.954168215,48.971217985,79.037157277,264.83249639
243,7.2371653501,117.68581838,7.2167972905,86.133562414,9.3507444514,236.04280781,0.351508207,10.132428687,131.90122432,332.65606367,972.543535
244,-8.470273611,0.6174030689,7.6871887188,-2.407782674,-8.258915757,1.2547363702,0.0005819738,13.468961203,14.337837429,-46.43617549,18.954699788
245,-3.390431142,0.3153868044,9.897917693,89.260989732,-2.408490934,0.6774434125,0.0199844167,14.263781076,17.1574026,332.14074722,33.414861497
246,7.8554251583,1.4059053955,13.836413007,182.83588186,4.3970377363,3.1394948103,1.2629173082,17.054947469,16.813984353,255.49391578,21.366948135
247,7.5570094276,128.70874463,5.9650878566,102.06392877,7.7623630129,257.63095484,0.9528095087,17.856228404,148.35129736,374.50385645,1054.7445162
248,11.824460732,6.9520196858,10.941605138,138.34082954,13.746839925,15.301907153,4.7372860221,16.555756922,20.938530357,302.15597301,60.69150735
249,8.4680994981,0.1575661708,10.002280197,44.836596501,9.3693517327,1.6938565735,0.1491234653,15.50700328,20.153296704,283.215771,40.133554464
250,3.6297641879,1.6023626512,9.8503136425,97.058153467,4.1308606359,4.3014650266,15430.659564,13.786364669,14.330379047,248.33309069,16.717324427
251,3.7187210503,0.2404510093,6.8577988361,165.07911136,8.4582806875,1.6120425617,5.7558097634,12.78041259,12.816621328,98.189595621,15.369114818
252,8.7210651002,0.0145748227,11.565423881,126.58360432,5.713949756,0.4199894528,0.1804012418,10.146380581,10.87384619,114.66009884,14.451902096
253,9.8565109922,0.0777317904,7.5083247258,-39.02633207,8.7970512051,0.426609013,24.663650437,14.730667355,13.158214074,352.70818484,6.7004360168
254,7.6101285612,6.310951074,10.507922743,52.351014192,7.7912585659,12.810872479,13.53544696,12.001534873,17.150018048,280.29450333,54.217049114
255,7.9779402819,0.0084837385,14.2636783,67.224129453,-2.02194018,0.4504556845,3.1158023211,12.337713515,9.3644524916,252.25364631,0.7591986509
256,16.47760803,2.3241209371,6.3053990348,21.884494246,19.741122224,4.9880750775,2.204422348,16.419754743,21.754686511,167.1381739,48.062203751
257,12.521109624,11.362191959,7.5404491287,47.053699639,8.1991947153,23.726413678,1.0854285E-6,14.85563306,28.691981082,221.14555331,120.76981874
258,8.6633585937,13.02724774,6.6683338451,46.373729605,7.0499169936,26.706364923,0.1317960152,12.470043355,25.555424023,302.19415545,115.44787111
259,-4.158346324,0.0236880619,11.003070546,98.911994949,-7.830129398,0.1012924872,0.0076971897,16.05784143,16.391106617,173.34426345,18.183476442
260,11.452839644,221.85403843,5.7109903827,136.3616746,5.6379366017,445.00223258,668.53647911,15.633447881,239.21688057,212.88535774,1797.1860008
261,10.264360788,46.666919484,12.417691544,85.479369191,5.6872104763,94.100292777,1.8715005387,13.688475782,57.121330331,109.74359355,373.58027336
262,20.254980072,0.0500254696,11.431204717,21.874184205,18.012964871,0.4564850509,4.7402821728,14.209094508,16.926293536,234.29007069,30.043119814
263,11.443320769,5.4577282318,11.608081347,102.94339357,10.94214719,11.41808124,8.9108719933,13.03906797,18.603276397,170.48832709,54.194037749
264,1.3412986561,0.0792339733,14.615316517,69.683211279,1.2292920309,0.4818236549,0.0362072668,14.446556164,14.416211872,230.16588164,16.03692647
265,6.9763444477,0.0627268004,6.7794840791,196.33405119,3.4934528525,0.8134053436,17.148029311,10.24554272,9.8048122533,321.97602735,8.2421489205
266,4.0589586775,0.2050671646,9.1045550928,92.039284336,2.1688717199,2.5201743032,0.0125521597,17.744107891,16.718504325,98.334440578,10.933208989
267,9.8978640678,0.5400336503,9.3792278759,72.905470565,8.7512351295,1.682240399,0.130330507,14.534582867,15.878296474,137.23521035,21.670084882
268,3.1467734219,5.0033674229,10.096020394,61.424875802,2.5613665947,10.346176546,6.533538014,15.007561123,17.871092831,164.95649059,50.441165523
269,8.7421684471,0.0066091727,7.9317517918,80.143750249,4.4830121646,7.5276147113,174.98243752,14.032560678,14.971551742,391.88557126,18.999101819
270,13.095035619,0.0057020437,7.1668340136,66.544286251,14.84260269,1.840147021,9.8177631243,15.299418359,17.073680258,96.475293003,27.467846993
271,9.2306055494,0.3386734237,9.209636177,30.198647969,12.695138,1.18995549,0.0276724334,14.799451365,14.794750342,208.18390489,16.270879117
272,13.784383283,2.8784704895,10.322915295,134.94292562,10.608989871,8.1226906961,0.7153510658,10.904516895,12.446547698,199.32622729,28.494706322
273,0.4025367799,3.591581563,5.346790692,158.59391591,-1.819880918,7.6371056681,0.000654127,11.948269934,18.270679328,222.97235326,56.925495861
274,19.000252697,40.026191509,12.791644166,9.7302643361,20.867400185,80.736734587,0.0096056017,17.119716324,57.559392482,165.24449016,339.0936842
275,2.4659819665,1.6402860485,8.2945320119,174.27659257,-3.134267753,4.0849930461,0.0378139291,17.268336013,16.898008259,210.88244627,18.870541068
276,9.9746597632,60.307508785,14.230430964,93.524051663,14.125363221,121.47028649,3.7127117703,17.048152115,79.752419789,7.9718006626,512.50001136
277,10.05043741,131.36697597,11.214571877,89.584331405,12.002266893,264.72130453,0.0451447306,14.174317038,149.3267328,120.5163244,1080.2847933
278,1.9365802644,0.3913984132,7.292643591,-23.38408362,0.5551550588,1.3458788762,53.682559755,11.169767231,10.632153156,158.23601773,9.8857221851
279,13.054197199,2.7614788697,8.9153424948,79.706205948,9.1816319111,7.8159712959,0.0003761947,11.218286947,11.350074225,185.43295612,18.569582363
280,12.839833561,0.1940669553,5.1399519901,27.88109933,4.2354484404,0.6974220511,0.0051786026,11.179996893,12.307339437,334.71029608,17.737474017
281,2.6325210409,5.1538043569,9.6361614133,35.415550281,3.6210812683,10.396118131,83.026464226,12.972290994,18.197265717,274.85623362,49.305834264
282,4.6815815036,0.0294991831,7.337985119,126.36856436,7.3942502832,1.0250566229,0.0030690468,14.427652048,18.281625487,131.96806571,33.359101441
283,13.602288709,2.0914547294,9.1539959769,97.224693309,5.126104623,5.2923762331,9.6007673316,14.396789795,17.928916984,144.58616208,38.689157084
284,11.354458885,189.24906706,13.731177616,157.49002252,10.774707763,380.81817148,2.6050701108,14.650651453,203.23710958,203.99127516,1523.3443082
285,16.284358106,18.222696904,14.448942044,59.574298,19.248060418,37.207978377,71.436119812,11.680589565,29.202006891,201.79421855,155.91745229
286,8.1782545945,9.6174612823,6.8349111275,187.92646739,5.7252095677,20.327349071,0.2680321757,13.392841594,24.177652867,127.26709477,94.490839831
287,11.363594136,0.1085550584,11.348171018,129.31184762,9.1600813263,0.6452236083,1.7006124964,16.341989628,14.324690659,245.67458211,9.3754025386
288,16.701097527,1.4714391948,10.546230281,97.161193503,20.506312193,3.0217314997,1.2807614904,10.846585863,14.781109879,264.62352433,35.309820218
289,15.485063706,0.2295013397,10.084908425,91.164592233,14.9844848,0.848398916,13.452607065,17.173525922,14.070266717,33.332915917,3.7780432622
290,7.3825169319,0.0903579456,12.675865641,100.24760165,7.3790934007,2.2064560039,354.53403597,11.554126956,11.109276029,128.23791031,7.1264896468
291,12.777272721,126.08860835,8.4078314777,69.54508365,8.7082042168,252.74095247,48.129280406,16.039971176,143.34473969,102.00333223,1036.2590293
292,3.9273029926,0.1581796378,11.948499301,100.94023383,-2.982759125,0.4716569342,0.1236522209,17.132228307,17.912531159,63.12119458,19.783882737
293,10.728931588,0.0044600005,13.397112223,37.350006154,10.373988645,0.0847431466,0.2843789242,17.850720901,20.297193819,54.060497532,37.292175308
294,15.470419661,0.8591023491,11.455506364,87.652560709,13.917588277,5.8673589066,0.3921784872,16.847934439,14.855414973,144.47178831,9.0529367153
295,2.565630953,14.069405852,10.421219149,158.08367676,-1.181451701,30.42795254,0.0517721081,11.14626287,24.179127586,149.70882483,116.63295561
296,17.344302068,108.31661199,10.250541654,188.3593743,16.667014687,217.78911919,45.919222171,10.178451553,119.24265853,173.1431959,879.66909838
297,13.656573665,8.2645401753,8.5447980806,217.46242358,12.468052102,17.351970595,0.0490493934,14.937235257,19.287417315,103.92012369,61.90630065
298,9.6494723576,5.8917051936,8.6781790264,133.93631437,8.9007628937,12.646517937,0.5273156631,13.272458644,21.287423814,227.73669386,68.015805131
299,5.6781653559,1.9129179842,9.2201840106,56.141238005,4.0060836944,5.2277214007,6.4179496144,13.776331315,13.514868095,220.52830536,20.741312841
300,19.314671766,0.0003617316,14.250931781,75.414803942,22.737962268,0.8183751117,1.4369358532,15.835927027,15.136361421,43.552799449,16.208534103
301,9.3977905584,46.282777222,10.332410305,136.50705831,11.951752317,92.825562519,170.24018413,15.921431306,63.540408491,131.90001478,393.14068049
302,14.247877778,0.3907904248,12.062076296,73.882022895,11.333786951,1.3438212244,8.4683148074,10.263769996,13.825953616,276.95977951,33.517129505
303,15.733144884,0.9037271191,13.20553116,282.18048075,16.96046779,2.1399324259,0.0094453373,17.958281446,17.607231032,195.77445319,23.452797595
304,10.728936722,0.0947742869,6.7024217973,121.50805831,7.7290220808,1.2026124269,4.1626363411,11.931565457,9.3861853474,175.01449936,-0.406953583
305,16.886274714,0.0036132664,11.791177535,98.264996574,25.556354589,0.2597813266,1.3181534115,17.730373867,15.620000155,190.47974561,7.2599681821
306,2.7536943517,0.0024818051,9.8309087962,50.18701533,-0.599696167,0.1590696215,0.0005142829,14.202584455,15.168254236,68.973353735,16.982378412
307,13.269039243,1.1150089842,11.984842646,153.45271423,11.481243522,2.8574466482,22.644037281,13.653060907,12.540739087,228.24932328,11.687341046
308,10.200569321,0.0296145616,6.655136329,85.079162126,12.506176343,1.7573611671,0.0015122948,16.967882584,21.064922268,267.58552878,33.765630799
309,9.5451234171,6372.9615943,8.4931844536,144.3542302,10.43217514,12746.007609,135.33063423,13.196349432,6385.162798,417.82577901,50994.199186
310,23.99640693,21.870465479,7.8517421721,150.44422639,31.100133903,44.62809657,1.7948831206,17.060387864,40.853844735,162.1412863,205.54013609
311,8.2547786548,0.0093497087,13.403882682,144.839298,7.1631332603,0.9678870548,0.0257568912,14.026198564,15.351011955,62.659753103,18.799440603
312,8.5635324872,386.98132035,5.3343433097,25.547485961,6.783452378,775.32388359,0.057463356,10.20314103,401.38008552,176.85718465,3130.0250309
313,10.524592698,2.6439184604,10.798622084,22.589730123,16.89562099,5.7192663081,0.1102922757,10.18015413,11.516493153,214.48227854,26.183207655
314,17.436350861,1.3611637068,6.5942828272,68.62361371,17.581450584,3.2482935722,0.0220088555,13.326028565,12.814792136,160.75805291,13.668545029
315,-2.723435568,0.014734031,10.419579067,168.01867805,1.7388002966,2.756452565,0.0234437854,15.280377908,13.523444141,209.8188328,5.7885915059
316,9.2838369931,1.1109036703,5.5668735879,93.334270465,9.2555227767,6.2088023215,1.0794346079,13.641340082,16.310789278,283.34016642,29.766811698
317,6.2149872066,354.6247186,9.3668214718,58.03884036,6.4879975947,710.55312621,0.0853052414,11.886740451,366.02587908,180.17497779,2846.5798239
318,13.455267258,0.0355757121,13.410890814,154.16839825,12.214152114,0.8860035404,18.098738919,14.56593786,16.386408266,224.87475415,17.44358195
319,15.13299448,0.8873594736,9.998956772,148.88045854,19.948930884,2.4838393382,114.48448499,12.446393416,8.7183894808,145.35506629,-8.098992455
320,12.122825184,4.6771653791,9.0272591747,146.20946211,13.000952781,10.232376852,4.4775875431,14.87965847,22.202421768,120.99703639,63.635431768
321,17.314272952,0.3410476996,9.8314309376,73.542196387,13.630149558,2.1403814061,10.116028137,14.692088621,18.436551702,123.67327841,36.665632818
322,11.527891067,0.377874859,8.6574197438,112.45460977,6.7240063074,0.9130278578,0.0122274722,10.092082989,10.227948308,159.71311592,12.671154447
323,10.094061549,0.0828110866,6.7654622448,170.46965232,13.754844062,2.0323913174,0.0098569238,17.939660192,16.776578389,340.63010224,7.963597743
324,9.533747396,0.0168422743,7.667573687,102.87770445,6.5108225156,2.08993338,0.0001232732,14.130837781,14.868371558,263.72265391,18.480304337
325,2.7208560336,0.0370401385,12.669013332,46.75896556,8.9274777545,0.4845933322,5.1128993092,11.015353315,11.988629209,82.436415622,19.13888408
326,0.8965100007,0.7710326863,8.5691278817,135.6761069,4.0496395602,1.8113111537,439.69532611,14.441324519,12.045139208,183.12910429,4.6576488717
327,9.379219303,6.7277726383,12.694898428,125.79403824,4.4659873531,14.180587241,6.6890141608,14.042214768,21.713808922,131.58048974,72.35358557
328,19.023325033,0.3205804015,7.9233668618,149.33254717,16.560517829,1.7846313454,0.0000608189,16.427002109,17.792038261,-2.175336857,27.00363656
329,5.6167136198,0.504247835,10.671761816,32.361491648,3.2102676737,2.017203799,14.72630463,16.468312129,15.93793898,203.64932327,13.845447098
330,7.7991445581,18.739850156,13.258915487,115.14790293,12.559835335,38.969106677,1.0422054084,15.187652914,33.873866172,275.79560063,165.94730624
331,9.782246866,1.1104758062,14.756434071,102.07779377,12.112391417,3.2772713985,0.0221810294,15.892928048,19.438228058,171.29341396,41.860084359
332,9.0185795135,48.875974673,13.169215623,86.807536927,15.025900013,97.914542873,28.624743308,15.541198267,66.1239409,234.86726722,410.96450978
333,21.093851082,20.420996553,5.8419811031,187.38099655,14.264215717,41.713293787,0.0197556336,15.838686875,37.002128813,56.825858915,179.14917016
334,10.004238662,4.6739921233,8.2238672037,51.374274039,7.9410403131,10.755949841,6.2509731027,11.580921282,17.99813395,150.99280908,56.268045096
335,4.5789788988,1203.9784221,11.676393341,132.51042998,2.23005962,2410.0415242,0.0414377305,17.486907359,1221.0753168,228.59578908,9648.7423709
336,11.048335481,0.0392853108,5.7225712206,59.617295283,13.609775804,0.6749650625,1.1950468644,17.530514814,14.619113581,37.382608334,5.3668610833
337,15.456585212,0.0628762385,12.445894539,36.405806223,14.483495208,0.3579068569,28.591297189,12.958610976,18.925419202,211.2532148,38.154315662
338,11.913408177,0.8573787461,14.402842754,59.622139913,12.908449023,3.9126280498,0.0628177013,15.377337056,14.492879961,339.99975921,14.390377476
339,8.3298929867,15.181823934,6.6709472806,106.79559064,11.295545503,31.145737757,303.8794187,11.488360763,24.611282683,44.261500421,114.9834036
340,16.097482807,0.0362657244,8.208049784,131.39342693,12.542593844,0.2184409485,0.1449786962,12.902019133,17.254923125,78.399322788,37.355843996
341,8.5747727063,2.5846250035,14.697589069,101.65961185,6.4287638342,6.6708094618,33.752499049,14.949233434,18.305582731,380.75507957,39.960541932
342,5.5421085153,0.04040086,6.8354750247,130.70917317,2.3316902665,0.4076808626,28.869036174,11.319773935,13.677515848,161.2340014,24.894728979
343,12.685336514,0.2183071951,14.525960851,103.71092135,15.107252749,1.0823208485,0.0001607496,11.00317289,12.560373635,147.75054098,18.346512785
344,9.4675493922,0.0407847727,13.380733639,21.461466665,10.973987381,2.0368870773,1.5497086006,14.069216771,12.986964797,71.838657152,5.3473654948
345,4.0715240977,0.2410997816,14.908654634,105.71195751,1.2597297005,0.6528784882,10.775705331,15.374337497,13.546021749,73.759912325,5.1070335245
346,4.6298164106,0.0016191371,11.858880458,76.179375719,6.708290362,0.8155233445,63.269472418,16.720056343,15.144563906,130.84524889,5.2082687978
347,12.15214628,1.2099911185,11.801070807,120.57283896,15.95271862,3.2499698874,4.2259646848,10.47757512,9.6689387223,251.59625246,10.235388685
348,14.863783389,38.473136513,14.462423287,123.32094421,12.94602707,79.950555643,0.0004072871,14.996121442,51.916119127,237.86916915,309.02982828
349,10.783902308,1.8534583615,12.175466561,50.054362026,9.0597043443,7.6026319032,15.061673167,12.690631208,12.541964747,367.34805004,17.270082767
350,19.614827904,1.4261108063,10.304121759,66.21595658,15.89166776,3.1262388015,0.1412321181,14.728643002,16.03321407,145.13102945,25.867338396
351,14.112931106,182.9119996,7.8499154108,124.32799159,10.825095898,367.20973353,0.006921507,13.278694035,195.02022309,159.87970306,1471.3589431
352,17.469680347,18.920362794,13.454521144,198.80802698,19.564686562,38.52724015,0.4558023815,13.990010528,34.880626635,101.05853503,175.83854791
353,2.9800031932,0.0404938569,14.024154199,59.169444986,2.9685373499,0.1697065467,468.21147787,15.469088959,13.810715326,183.85011132,3.4514134151
354,7.0416092121,0.1521989015,9.0568081914,71.81085429,5.0873935423,1.0005343488,43.514127818,11.610844028,12.606119662,442.5129574,18.727819781
355,12.903493499,1.3596503601,10.243770715,75.561223623,14.410453192,2.7922640649,105.51273606,15.888994287,22.420188784,224.74416902,52.895143616
356,7.2977321557,0.394015942,8.5981528478,149.92567267,7.683477474,1.2752086625,5.6409931294,10.734155063,13.216012785,315.42985525,19.71423957
357,9.308741521,0.0627280732,11.698725208,59.833026778,11.124750983,2.4451797264,0.9220344399,17.560989834,19.556945926,183.15996734,29.594023708
358,8.2543957192,2.1903369622,10.794154026,-19.57131288,11.429928404,4.8860195835,1299.2251104,14.487521863,16.2893966,209.8884027,36.163601164
359,17.987116443,2.1622312041,9.598223774,115.49739557,20.801643454,5.4648262907,0.9675153414,13.583257301,17.412947664,265.69284176,40.802471052
360,9.7657476313,7.0704755443,14.685214194,118.9463673,11.712688954,16.280183687,0.0281863746,12.978632701,19.46596362,13.431183091,65.223048389
361,10.789541605,0.1618236266,6.8991795517,120.16352242,14.772535252,1.6849836991,0.0003953154,13.78059891,15.840795537,294.32805156,27.255296364
362,10.049159926,0.2796786874,14.772646758,57.70411507,10.369947654,2.6816668235,0.0493020107,11.279894855,12.331399923,114.64989644,19.700653812
363,12.439570975,4.2790995284,7.4661834549,72.800021177,15.11528418,9.6882557012,1190.0247719,12.564843809,17.11763914,206.17772801,45.432048252
364,9.3293531527,2.9555953387,6.7862150128,51.656755619,12.663900305,6.8274845452,155.80285832,14.426274052,16.461879504,124.08752477,32.254554923
365,7.8846282467,1.2050803455,5.1818702697,61.050986091,2.9093129024,3.349685181,3.0411929824,12.373575204,15.49711675,228.00323622,32.482402762
366,-0.253927371,0.285327501,9.9682045658,110.62025227,5.6717433371,0.6008186584,3.0251924889,14.89586982,20.173932079,295.05795088,36.970465339
367,3.8567875259,0.0397575939,14.26046615,89.350877728,3.9763668621,0.7654449796,0.0079302235,11.720371597,9.540903434,287.47208963,1.4390138357
368,5.6492309172,111.37764845,13.213867209,76.983592424,9.3072760161,223.84380452,0.0010280896,14.21972453,128.35006266,146.5796008,916.91212214
369,15.5732013,6.3509286088,12.189886313,76.807811441,16.558588946,14.587083645,39.690829503,13.96530067,18.194051537,249.05109561,49.029272147
370,10.764641507,0.2133405645,6.8513338649,163.6564548,15.253767546,0.7057265047,0.0252286219,13.181671915,14.082545787,219.22034055,23.051199129
371,9.8481576337,5.3317815659,14.73927692,44.865843145,3.2809893757,11.875353988,2.1828738125,14.277115768,18.067511015,-27.63017982,48.119026883
372,10.947035589,42.238433685,14.843000835,85.938329771,11.072771656,84.82778358,0.1647499261,14.91153344,57.688264024,327.94004405,356.90795782
373,14.271478271,2.0026740387,14.595180303,80.449091485,13.464704591,5.0664917577,0.3982644595,10.846887783,13.957839595,185.07219035,32.219154077
374,6.6531739508,0.0266228499,5.0136191957,-30.812605,7.8194985493,2.8752883983,3.3055120346,16.253840084,16.99677281,385.91756589,19.544973989
375,11.706260444,2.4850850883,6.93104582,48.532539996,12.53430087,5.2663623945,0.2545530639,15.513862434,18.802676868,519.73966523,35.886739443
376,4.3674809148,2.5291678607,11.099226836,115.03531434,2.9836051951,5.3480060182,8.505305019,10.068545762,16.258498443,109.14320261,48.879198708
377,11.912614738,9.4075950962,7.8163649993,100.69761624,13.321887079,19.462820077,2.3061743184,16.74289501,25.944453756,215.8225815,93.513135951
378,7.2742711734,12.487406061,10.95299131,159.69956783,10.858580691,25.13777469,1.5492583986,11.726577905,22.959612036,89.425115609,110.48117409
379,20.954428114,0.295009353,13.247399306,100.50629288,23.642812005,1.5047222457,0.0384904646,17.607156765,17.831351838,320.17078526,19.288384194
380,4.5518181348,2.8548402394,8.5293773718,-0.057053111,0.2291034277,7.6258330919,26.634964218,11.56187036,12.804708537,26.328521006,27.548386635
381,4.3871254108,0.0121928759,6.9886117997,116.99872442,6.4608660563,2.0513264547,0.0035140645,10.840570093,11.580450684,251.3971328,11.380364846
382,11.510929124,114.95341951,6.9206699365,166.01568099,14.73423373,231.55069536,172.94742203,10.525437128,123.91991318,95.841917992,920.0477197
383,15.139680262,1.3907389225,7.3643056407,96.416082432,17.084924707,3.4870556962,0.014353665,16.637918919,14.783019888,201.96975383,14.236722445
384,9.5307253819,1.1540346058,12.028133169,75.404093147,9.2098181871,3.0220908343,0.0005002711,11.956419152,17.360191013,108.69400459,47.197866585
385,3.2119681266,2.93754109,6.0572837997,149.76747249,5.6593770887,5.989863919,0.01337242,10.962612495,10.398765206,108.55519553,22.793364567
386,10.145656792,9.6807861599,12.780411564,148.74901684,13.375225451,20.197821169,1.1180762699,11.239510239,19.91866066,351.74384201,84.376356001
387,9.4281263567,0.0453101124,12.333388681,60.034838522,10.372749772,0.4302599012,0.0091547024,14.935401617,14.934100656,270.32839903,17.777785717
388,9.485058891,23.114064825,7.9691934739,38.084840302,9.8017993985,47.164677118,0.3566365301,10.552549515,34.350625732,221.7277273,197.62256442
